price,pyung,firm,age,educ,subway,hhs,recon
15.5,25,1.1,18,6,11,854,0
3.8,19,2.4,24,6,23,686,0
11.7,22,1.7,1,6,19,853,0
8.2,21,1.3,26,6,13,175,0
12.3,28,1.4,28,6,14,422,10
16.8,8,1.2,28,7,18,1993,0
7.9,11,0.3,29,19,14,300,0
9.8,24,0.4,1,16,11,269,0
13.4,42,1.1,18,12,23,452,0
9.4,17,4.3,38,13,19,481,0
5.5,11,1.3,35,9,13,502,9
14.1,21,0.5,34,16,7,313,10
12,21,4.8,3,8,14,154,0
5.5,24,0.4,15,6,14,122,0
11.3,30,0.8,30,9,24,263,0
9.5,44,1,31,9,18,261,0
10.7,26,1,35,8,12,406,9
8,18,1.4,3,7,19,710,0
9.8,30,1.4,11,7,20,238,0
11.6,24,2.2,23,15,6,415,0
6.1,25,0.3,25,3,18,152,0
5.4,7,1.6,0,9,13,164,0
8,18,1.3,34,11,6,260,0
7.8,12,1.4,11,9,22,166,0
4.8,18,1.1,24,6,16,226,0
8.9,36,0.7,30,16,18,207,0
8.2,17,0.8,15,13,14,249,0
3,24,2,26,10,16,252,0
6.8,11,0.6,3,8,18,181,0
4.9,21,1.7,2,7,15,146,0
7.5,34,2.8,33,7,13,260,0
10.1,41,1.2,27,20,14,126,10
4.9,20,1,22,6,13,1373,0
1.3,22,1.3,17,15,12,204,0
15.4,61,1.5,18,10,18,672,0
8.4,10,5.1,22,14,15,546,0
15.3,24,0.7,20,13,14,220,0
4.5,14,1.6,3,9,15,303,0
7.8,38,1.2,3,7,14,227,0
8.4,23,1,7,4,12,215,0
3.9,27,6.1,4,8,16,161,0
14,36,2.5,22,14,17,214,0
9.3,23,0.9,21,19,20,430,0
7.5,9,0.2,2,5,13,185,0
13.2,35,0.8,1,9,17,366,0
5.1,10,1.2,29,5,12,287,0
4.3,21,0.4,15,19,14,382,0
12.2,17,1.4,13,17,13,869,0
6.2,8,0.7,35,16,9,318,4
2.8,19,0.6,30,7,13,540,0
4.9,16,0.9,19,9,14,161,0
4.6,15,1.4,3,7,17,127,0
9.9,15,0.8,12,19,6,328,0
2.8,14,1.4,11,13,11,153,0
5.9,15,0.4,35,7,13,204,6
3,12,0.6,13,11,13,133,0
3.2,15,0.6,29,4,15,325,0
6.6,10,0.7,2,14,17,803,0
9.9,21,1,26,7,12,278,2
15.7,70,0.4,35,12,18,406,0
10.9,37,2.7,40,20,15,259,0
5.9,16,7.5,14,9,17,309,0
7.4,16,2.5,9,14,7,165,0
9.8,23,0.5,32,8,14,154,0
10.1,26,2.3,2,13,15,713,0
9.4,18,0.5,34,9,17,240,8
7,16,0.6,0,7,20,398,0
12.2,22,0.8,36,7,15,961,0
4.5,7,1.7,0,10,13,287,0
9.2,32,0.4,8,8,16,318,0
11.5,23,1.9,29,14,19,345,0
4.8,30,0.2,4,8,11,251,0
4.8,17,0.7,2,14,7,308,0
2.4,21,0.9,22,13,11,175,0
8.2,24,0.9,15,17,6,324,0
6.6,24,0.8,14,6,19,148,0
1.2,17,1,25,7,9,304,0
7,21,2.8,7,12,19,137,0
2.8,9,1,37,10,19,221,0
9,25,1.1,34,10,9,696,0
2.6,14,2.2,18,8,21,404,0
8.7,26,0.3,0,7,18,165,0
2.5,22,1.5,38,7,19,210,9
12.3,26,0.5,34,16,17,164,3
10.8,56,0.6,35,14,24,198,0
11.8,18,0.6,33,14,13,1293,0
3.4,19,1.4,7,9,12,283,0
12,42,3.3,22,7,13,309,0
2,21,4.4,18,7,13,324,0
7.6,25,0.6,25,12,19,338,0
7.4,20,0.7,1,12,10,240,0
7,14,0.8,19,10,17,356,0
3.8,12,2.5,30,9,18,248,0
10.4,13,0.8,39,15,16,1883,0
7.3,27,0.9,5,10,18,161,0
11.3,32,0.6,0,18,24,156,0
14.5,42,0.5,10,16,17,151,0
11.3,44,2.2,35,5,14,448,2
4.8,19,0.8,20,5,18,181,0
14,37,1.9,26,11,14,229,0
7.1,35,0.8,17,9,14,191,0
23.7,81,1,6,7,4,484,0
8.7,21,1.3,14,5,8,130,0
0.2,13,3.3,39,8,19,308,3
10.7,18,3.5,20,7,4,769,0
16.5,41,1.8,34,18,12,151,6
14.6,49,2.2,17,18,18,412,0
14.4,36,0.3,36,17,12,230,0
7.8,29,0.9,1,8,16,686,0
10.9,29,2.1,38,7,11,127,8
7.6,21,0.7,12,9,11,325,0
7.9,11,0.3,32,12,16,849,0
11.1,26,0.4,19,15,16,244,0
6,26,2.1,3,10,17,595,0
9.3,18,1.1,33,20,14,154,0
23.9,77,0.4,39,13,17,531,6
6.5,8,2.3,19,16,13,124,0
12.9,27,0.7,19,6,13,779,0
9.4,28,2.2,2,6,9,239,0
11.9,53,1.4,1,10,17,253,0
7.2,36,0.4,37,9,21,354,0
7.4,21,2.1,9,15,11,239,0
3.2,18,1.2,7,13,20,381,0
8.3,21,2.6,17,14,16,339,0
12.1,17,0.8,10,7,12,436,0
10.8,17,0.2,10,8,15,2553,0
6,31,1.3,4,9,9,363,0
4.5,15,2.1,23,7,11,188,0
8.1,40,2.3,23,12,11,177,0
8,22,1.9,39,6,17,162,0
5.9,18,1.9,39,10,17,387,6
15.5,23,0.4,22,9,15,2114,0
8.5,15,1.2,22,9,19,512,0
14.1,37,0.2,31,10,14,222,0
1.3,25,0.5,39,7,21,151,7
10.8,26,1.3,14,4,16,515,0
4,10,1.6,29,8,15,393,0
6.7,9,0.8,3,14,19,201,0
15,42,1,16,9,16,171,0
15.7,41,0.6,13,6,9,691,0
10,27,1.1,5,17,12,528,0
13.6,53,1.1,21,9,19,461,0
14.8,41,0.6,14,15,14,307,0
11.8,30,0.7,16,16,12,1244,0
4.7,13,0.9,12,8,17,191,0
9.4,33,1.5,33,10,16,315,0
7,28,0.7,22,14,19,450,0
1,8,1.4,5,8,19,136,0
5.4,18,0.7,38,11,17,420,0
4.2,7,0.5,37,8,11,717,0
7.7,44,0.8,11,7,13,302,0
15.9,46,2.7,16,8,11,204,0
6.7,31,1.1,24,7,18,305,0
4.4,15,1.4,8,7,18,469,0
12,43,0.9,11,8,16,340,0
5.7,17,1.2,11,10,23,276,0
6.4,16,0.7,2,8,12,489,0
9.3,25,5.3,24,14,13,215,0
7.3,33,0.7,9,8,20,136,0
13.4,52,0.5,15,9,15,205,0
8,21,2,6,11,23,202,0
6.4,25,0.8,1,8,12,206,0
6,20,0.8,26,8,7,478,0
15.6,47,2,5,8,16,471,0
7.4,32,1.5,26,5,12,379,0
4.1,14,2.2,11,6,19,188,0
4.8,34,1.6,21,4,14,212,0
10.3,31,1.3,9,10,14,436,0
1.7,9,2.2,18,14,13,292,0
8.8,20,0.7,21,8,13,283,0
5.3,13,1.4,11,12,17,381,0
7.3,30,0.8,24,8,12,700,0
10.3,21,0.9,25,16,19,331,0
6.9,12,0.6,32,17,13,811,0
8.6,22,1.1,16,10,17,450,0
5.5,21,1,8,7,19,481,0
8.8,23,2.2,25,11,16,166,0
10,16,0.6,39,9,14,770,0
11.4,12,0.9,15,5,19,138,0
17.3,63,0.8,22,15,20,259,0
15.9,31,1,31,16,21,301,0
4.8,11,1.4,32,9,14,350,0
11.9,46,1,15,8,24,743,0
4.1,23,0.5,19,16,18,205,0
8.7,40,0.5,4,8,16,556,0
14.7,43,4.2,26,10,18,421,0
10.9,19,1.8,30,12,18,331,0
13.3,53,2.8,24,7,17,310,0
3.4,22,0.6,0,8,17,192,0
9,29,0.4,13,13,14,351,0
10.4,22,1.7,8,7,15,483,0
10.1,18,1.2,19,16,13,359,0
13.4,43,0.9,21,14,17,213,0
7.7,44,1.9,6,9,14,137,0
8.1,29,1.6,2,7,11,358,0
10.7,45,1.4,27,8,24,240,0
10.3,52,0.6,20,16,16,243,0
10,18,1.3,22,14,13,837,0
2.7,11,0.5,26,9,18,795,0
7.5,27,1.7,33,7,12,1141,4
6,18,0.8,13,8,14,291,0
10.9,17,0.5,9,16,15,489,0
10.1,32,0.9,2,7,18,676,0
9.7,23,1.1,15,9,12,280,0
1.9,17,1.5,20,7,12,324,0
7.8,15,0.6,22,12,14,218,0
12.5,15,2.3,25,6,8,156,2
7.1,10,1.1,18,12,11,279,0
12.4,31,1.8,0,7,16,265,0
5.6,25,0.9,11,7,14,139,0
5.9,26,0.8,38,8,17,190,3
6.8,14,1.1,2,19,19,262,0
6.1,16,2.8,34,4,12,258,0
6.8,14,0.6,20,13,12,220,0
3.9,22,1.5,20,7,19,229,0
5.3,7,0.4,11,7,11,203,0
13.2,16,1.4,26,17,15,789,0
13.5,30,0.6,11,18,13,377,0
0.9,13,0.6,7,7,19,368,0
7.5,14,0.5,21,6,9,315,0
5.7,10,0.2,30,16,16,801,0
9.3,13,3.6,15,8,17,800,0
5.2,13,1.4,38,14,12,711,0
4.1,16,0.6,12,10,18,182,0
5.7,14,5.1,9,14,10,807,0
6.6,31,0.4,26,11,24,600,2
12,22,2,19,11,17,387,0
10.2,30,0.4,21,8,14,125,0
5.2,14,1.5,34,7,16,158,0
6.7,12,1.5,30,14,13,425,0
7.6,19,0.4,2,6,12,662,0
10.4,33,0.7,16,13,15,253,0
14.8,33,0.6,35,5,11,798,0
11.4,13,1.2,0,9,16,900,0
9.3,9,1.8,18,16,19,281,0
11,33,3,21,9,11,485,0
4.8,11,0.7,12,7,11,795,0
8.1,13,0.4,27,8,15,704,2
2.6,8,0.7,32,7,21,283,0
6.7,11,0.4,29,15,20,304,0
8,19,0.7,32,5,12,195,0
8.8,33,3.9,17,7,19,461,0
9,17,0.4,26,11,11,245,0
6.2,25,7.7,30,16,18,527,0
10.2,39,0.6,21,15,20,234,0
7,25,0.8,28,13,14,143,0
10.8,18,2.5,10,11,11,1732,0
5.4,26,0.5,40,11,15,339,0
17.9,31,1,29,7,22,187,2
11.6,44,0.8,3,6,17,155,0
9.2,26,0.8,31,9,18,215,0
10.1,28,1.4,23,10,22,362,0
7,18,0.6,16,12,19,387,0
10,31,5.2,21,9,15,156,0
5.8,22,1.6,10,15,17,589,0
5.1,11,1,9,11,11,627,0
12,56,1,19,7,20,221,0
9.9,19,0.4,16,13,12,525,0
7.2,27,1,26,10,13,193,0
12.1,18,1.2,27,14,17,216,0
5,13,1.3,32,13,10,567,0
3.5,15,0.4,18,7,19,155,0
12.6,29,2.6,32,13,16,831,10
4.8,13,1,25,10,11,139,2
20.4,105,0.6,31,7,14,142,0
5.6,25,0.6,21,8,11,243,0
5.4,41,0.5,16,8,18,123,0
9.8,18,1.3,19,8,7,555,0
10.8,20,0.7,10,14,18,204,0
4.6,17,0.8,25,8,11,632,9
12,22,1.5,35,5,14,1148,4
3.6,10,2,37,6,24,208,1
12.2,40,0.6,31,10,16,478,3
0.4,16,1.2,10,5,17,119,0
3,18,0.4,27,6,17,230,0
10.2,42,0.3,40,16,14,306,0
7.1,28,0.6,27,6,16,204,0
8.6,27,2,20,8,16,294,0
5.2,24,1.3,27,8,15,591,3
8.5,35,0.8,9,8,18,292,0
3,12,5.1,20,9,16,290,0
10.9,20,1.4,38,7,13,199,0
13.4,38,0.5,12,7,18,714,0
7,27,1.1,31,8,8,198,0
11,19,0.9,2,17,16,253,0
6.5,15,0.6,25,16,20,118,0
11.2,38,3,32,8,16,158,0
8.3,14,1.6,13,4,12,304,0
4.3,23,0.8,35,6,17,815,0
13.4,20,2.5,8,7,12,588,0
0.8,21,1,27,9,15,357,0
13.4,16,0.8,31,8,14,929,9
9.8,15,0.9,27,17,6,199,1
11.6,32,0.2,14,6,5,119,0
2.7,11,1.2,31,12,18,360,0
8,32,1.8,14,9,15,604,0
12.6,17,0.8,37,18,14,194,6
6.6,32,1.1,21,7,14,322,0
11.1,15,1.6,22,14,13,945,0
9.5,11,1.2,24,9,16,242,0
6.8,16,1,7,9,23,340,0
6.7,11,1,24,11,1,556,0
4,9,1,21,20,22,188,0
9.4,18,1.2,18,18,16,733,0
6.2,8,1.6,21,10,18,849,0
6.8,20,0.4,1,8,12,308,0
9.7,39,1.9,37,12,8,153,0
8.3,24,1.7,7,15,5,174,0
17.1,34,2.2,40,14,17,1732,5
5.2,19,2,24,7,13,161,0
4,11,0.4,12,9,11,146,0
5.4,8,1.1,30,10,16,395,0
14.7,48,1.8,22,15,13,303,0
1.5,29,0.9,37,8,17,272,9
8.4,33,1,1,18,12,473,0
10.1,15,0.5,34,15,16,434,4
7.2,22,0.7,6,9,22,227,0
12.2,50,2.2,14,13,16,224,0
8.9,21,0.6,16,5,11,228,0
6.8,13,1.2,27,10,18,162,0
11.5,54,0.6,29,11,21,417,0
6.2,20,0.3,30,17,17,398,0
8,36,2.3,27,8,19,213,4
7.3,15,2.1,14,8,14,222,0
13.4,61,2.2,14,5,23,286,0
4.7,16,0.7,19,17,18,264,0
6.9,25,0.3,11,8,16,393,0
6.7,13,0.4,14,15,18,748,0
6.3,19,0.3,21,5,19,217,0
4.2,20,0.6,6,13,12,312,0
0.5,17,1.5,11,4,19,255,0
11.3,28,0.5,18,13,19,367,0
12.7,37,0.1,24,11,1,663,0
2.4,11,4.4,12,14,18,256,0
8.9,56,0.7,7,5,13,186,0
10.5,26,1.5,23,15,16,132,0
10.4,32,0.3,30,11,18,931,0
8.8,30,3.3,36,12,9,159,0
3.6,19,0.8,24,13,18,241,0
11.4,33,2.2,38,8,13,167,4
8.2,22,2.5,19,10,11,359,0
6.1,12,3.4,14,9,17,301,0
6.4,30,1,1,6,24,307,0
4.9,8,0.5,8,16,18,319,0
19.4,32,4.8,0,11,17,1985,0
7.7,37,0.4,36,11,16,625,3
4.6,13,1.8,20,17,15,247,0
5.2,18,1.9,17,7,16,280,0
6.6,20,2,21,9,19,176,0
5,19,1,0,7,7,163,0
6.1,17,2.3,29,6,17,800,0
10.4,31,0.4,33,17,17,551,0
6.6,25,2.7,30,15,16,277,0
8.6,26,1,17,9,11,345,0
7.8,14,1.1,1,8,16,1315,0
4.8,20,0.9,38,9,16,348,4
10.4,15,0.9,2,9,18,1531,0
8.7,19,1.1,2,9,15,418,0
14.2,33,1.8,19,7,18,333,0
17.3,34,0.9,33,15,11,872,10
1,25,0.3,22,16,19,139,0
9.9,28,1,36,14,18,582,0
12.4,24,0.3,37,16,16,136,0
2.3,15,1.2,15,8,17,348,0
3.3,27,1.9,29,9,11,157,0
7.6,27,1.6,24,8,10,383,0
15.5,43,1.1,29,10,11,1612,0
9.8,30,0.7,8,13,14,310,0
9.5,30,5,14,6,12,280,0
5.1,15,3.9,26,10,17,135,0
7.2,21,2.8,32,13,19,150,0
13.4,27,1.2,5,5,19,711,0
9.6,35,4.7,15,8,13,174,0
8.9,22,1.3,35,5,17,301,0
9.4,41,1.6,29,13,17,432,0
5.6,9,1.3,21,8,15,670,0
9.1,24,0.7,28,9,18,627,9
14.2,25,0.6,28,6,19,904,0
17,40,0.9,15,17,12,1618,0
9.6,37,1.4,32,9,18,1740,3
13.3,26,3,26,14,15,420,0
18.3,21,0.3,14,13,15,1642,0
9.1,11,0.6,27,5,9,540,0
8.8,17,1.1,30,8,24,182,8
4,14,0.8,20,17,14,237,0
10.6,47,0.4,16,11,18,183,0
12.7,40,0.8,24,7,13,118,0
9.1,22,0.8,7,13,13,198,0
9.4,15,0.6,34,16,13,287,0
10.7,33,0.6,2,7,11,664,0
10.2,18,1.5,31,9,14,316,4
6.4,16,0.6,6,17,17,1111,0
9.7,13,5.9,23,16,19,194,0
5.3,15,0.7,4,9,15,129,0
7.8,9,0.6,32,13,11,230,0
5.9,15,1.4,11,6,13,175,0
6.2,18,1,37,10,18,368,0
5.4,18,2.3,16,7,17,964,0
6.5,27,2.4,24,16,14,243,0
13.8,28,0.9,31,6,14,240,0
13,32,0.5,6,14,8,228,0
11.3,32,1.9,17,8,13,393,0
10.4,38,1.2,2,8,17,151,0
9.8,27,0.3,36,11,13,218,0
14.3,19,1.5,27,10,10,2714,0
3,21,0.5,9,17,21,225,0
5.4,18,1.5,13,12,13,317,0
5.3,15,1.5,1,7,24,415,0
9.7,18,0.9,20,10,19,311,0
13.2,30,0.4,33,8,17,187,0
8.6,35,0.9,9,8,14,145,0
9.4,16,0.8,31,7,16,645,7
14.7,15,1,13,9,17,2082,0
4.9,9,1.2,9,17,11,365,0
6.8,17,0.5,33,12,17,173,1
11.6,30,1.1,16,8,18,644,0
3.7,5,0.8,39,18,7,165,8
6.5,16,1.3,31,6,15,153,0
0.9,15,0.4,36,16,14,226,6
5.4,21,0.5,37,15,15,330,8
14.6,20,0.7,27,14,18,280,4
15.7,70,1,1,17,13,204,0
5.5,15,1,14,7,14,123,0
5.7,14,0.8,40,10,12,133,9
7,16,1,24,8,17,393,0
17.9,59,0.8,0,14,16,1395,0
12.7,40,1.6,0,17,16,503,0
9.1,10,1.8,23,6,20,381,0
3.7,22,0.4,2,20,13,259,0
14.3,42,0.6,2,8,1,398,0
9.5,33,1.8,18,14,12,301,0
10.8,21,1,20,6,13,323,0
3.1,11,0.2,38,7,12,500,1
8.9,37,1.1,18,17,19,311,0
6.5,14,1.1,40,13,12,632,0
5.6,27,0.9,36,7,14,428,0
10.8,7,0.2,8,13,17,294,0
13,29,0.9,27,6,21,202,4
2.5,11,0.7,11,9,11,186,0
3.8,23,0.3,26,9,16,132,0
12.9,41,0.5,31,14,13,451,3
16.4,31,1.9,2,13,20,1476,0
6.3,26,2.8,28,17,11,169,0
5.8,11,1.3,35,16,11,214,0
9.4,15,1.2,6,8,12,519,0
3.6,10,0.7,15,10,12,906,0
6.1,14,0.7,26,14,17,362,5
6.4,31,0.2,15,19,19,265,0
11.5,40,1.5,25,9,19,175,0
8.5,22,0.5,23,15,21,238,0
12.5,34,0.9,5,18,13,346,0
5,24,0.9,20,13,23,382,0
7.4,27,3.4,29,13,13,375,0
5.2,14,1.6,8,14,12,216,0
3.8,9,0.8,9,6,13,738,0
5.1,8,0.4,28,16,14,323,0
4.5,18,1.4,6,7,24,207,0
9.2,23,0.8,8,9,13,607,0
2.3,14,0.7,37,8,17,849,0
3.9,20,1.2,11,17,4,226,0
9.8,25,1.5,21,9,20,230,0
6.7,8,2.6,37,7,16,180,0
13.7,40,0.6,21,12,11,146,0
8.5,25,1,36,12,24,210,8
6.7,36,0.3,10,17,11,445,0
11.5,31,0.9,30,7,15,156,8
5.2,8,0.6,25,7,17,416,3
12.1,10,0.8,4,8,18,1375,0
8.9,29,1.4,8,16,18,343,0
4.6,10,1.7,11,14,15,253,0
7,24,0.9,4,4,13,788,0
8.7,19,2.1,23,8,14,141,0
5.9,25,0.5,38,7,15,149,0
9.5,15,0.3,32,4,16,729,0
17.6,71,0.7,10,9,13,194,0
6.4,19,1.5,32,15,19,192,0
16.2,49,1.2,11,7,1,169,0
16.8,11,0.3,10,13,13,3422,0
14.9,34,0.8,40,16,17,778,0
2.4,9,1.9,13,8,11,119,0
1.7,8,1.3,21,10,15,139,0
6.4,19,1,17,14,14,822,0
15.4,45,1,21,7,8,839,0
8.2,18,1.1,2,7,13,889,0
6.4,17,1.4,32,8,11,617,0
17.2,45,1.3,6,14,18,385,0
7.8,13,0.2,21,5,14,548,0
9.4,31,1.9,3,9,17,181,0
6,15,2.4,19,8,19,705,0
7.1,29,2.2,31,10,17,293,4
0.4,21,0.5,12,9,15,208,0
3.7,18,1.8,22,9,15,342,0
10,19,0.9,17,14,6,213,0
5.3,24,0.9,9,5,18,486,0
13.7,52,0.5,12,6,9,777,0
8.8,12,1.9,5,14,13,128,0
4.3,8,1.2,2,9,12,169,0
18,42,0.6,5,9,12,324,0
3.4,17,2.2,30,13,24,224,0
5.6,6,0.7,28,6,9,176,0
1.8,9,0.3,36,9,13,140,3
5.1,21,2.8,25,7,12,109,0
10.2,27,0.8,17,7,13,324,0
10.8,21,1.2,36,9,18,157,0
16.4,81,1.5,2,5,19,355,0
8.3,16,1.1,20,9,17,1260,0
7.9,19,1.2,11,9,8,720,0
7.3,30,2.1,28,15,17,114,0
10.1,13,0.6,4,8,22,933,0
14.7,39,1,27,8,8,195,8
15.7,51,0.3,14,17,15,473,0
11.1,59,1,25,10,12,182,0
9.5,24,0.9,0,8,12,1133,0
10.8,13,0.9,26,15,15,184,10
10.3,19,1.7,15,14,17,505,0
7.8,18,1,5,9,14,468,0
7.6,18,0.8,29,8,16,770,0
4.1,15,1.3,6,13,13,420,0
15.9,57,0.5,8,11,11,517,0
15.7,31,1.8,14,16,12,808,0
8.9,38,2.1,35,8,13,234,0
12.5,34,0.6,36,13,17,309,7
5,15,3.1,32,8,12,162,0
10,45,1.1,2,15,18,350,0
5.5,19,2.2,8,15,21,147,0
14.9,18,1.5,40,11,17,704,0
1.9,18,0.6,31,9,13,432,10
9,28,3.4,4,10,19,233,0
13.4,41,1,19,12,14,320,0
5,32,0.8,2,9,15,172,0
7.7,23,3.3,40,7,14,326,0
2.4,21,0.5,11,8,15,170,0
9.6,28,0.6,8,18,21,230,0
6.7,15,1.1,38,7,16,416,1
32,7,0.8,29,13,19,6348,0
6.3,15,0.2,34,9,11,178,0
10.1,48,1,4,10,7,296,0
14.6,15,2.2,20,17,13,345,0
1.4,16,0.4,0,7,12,126,0
13,26,0.6,11,9,14,251,0
8.9,28,2,10,11,21,153,0
10.7,28,0.6,29,10,24,330,0
15.5,50,1,30,13,18,293,0
11.8,57,1.3,15,12,13,275,0
15.8,15,2.2,0,17,13,2088,0
7.2,27,0.8,4,5,16,227,0
6.1,6,0.9,12,11,16,435,0
1.4,10,0.3,1,18,16,543,0
4.6,11,0.9,37,16,12,398,0
1.7,9,0.4,18,17,8,439,0
13.4,27,2.6,36,9,17,861,8
5.9,12,2,12,14,12,772,0
10.7,27,1.7,40,18,13,410,0
1.5,27,2.5,14,7,11,231,0
7.3,11,1.9,34,9,6,479,0
11.5,18,1.2,20,10,15,431,0
13.2,41,0.1,20,8,15,316,0
7,10,0.5,1,12,15,280,0
6.7,7,1.6,16,16,19,239,0
10.9,22,0.7,26,8,17,541,0
4,13,2.4,2,9,17,141,0
3.5,25,0.7,26,11,19,775,0
10.5,48,1.3,15,10,15,167,0
7.5,18,5.1,26,18,24,200,0
10.7,25,1.5,8,13,12,256,0
15.8,79,1.3,8,10,15,233,0
11.7,27,0.9,4,9,12,503,0
11.5,23,0.4,14,11,14,988,0
7.4,10,2,31,8,18,395,0
5.7,5,2.3,23,7,17,150,0
6.7,15,1,20,9,14,840,0
10.1,23,0.5,23,16,23,475,0
5.6,14,1.4,21,9,13,412,0
9.1,34,0.6,5,16,14,136,0
4.1,16,1.5,40,10,18,154,3
7.6,33,0.8,23,11,19,124,0
8.1,34,0.4,21,6,11,164,0
3,19,1.2,32,6,16,511,8
11.6,19,0.4,9,9,9,1613,0
1.7,13,0.5,19,11,15,177,0
11.1,31,1.3,29,10,19,406,1
17.1,72,0.9,39,9,18,372,8
7.5,35,1.7,2,19,17,123,0
7.6,25,1.6,23,8,9,808,0
11.6,39,2,31,12,11,183,5
8.8,32,0.9,27,14,11,177,0
15.8,24,3.6,3,13,15,921,0
2.6,17,2.3,30,17,17,521,0
12.6,68,0.3,37,7,18,364,0
4.4,15,0.5,9,16,16,254,0
10.4,36,1.4,30,6,12,155,9
9.5,18,0.8,5,6,12,458,0
26.4,91,0.6,40,15,11,579,3
1,13,1.2,38,8,15,124,1
6,13,1.1,7,14,13,129,0
10.1,23,1.7,3,11,12,499,0
7.8,22,1.6,22,9,19,679,0
8.9,37,1.3,4,12,12,683,0
8,33,2.7,39,10,17,229,9
7.8,21,1.2,13,14,19,191,0
12.1,16,0.9,28,6,16,432,0
8.9,19,0.3,28,7,11,301,7
7.6,22,3.3,22,13,18,566,0
3,8,0.7,31,13,13,227,0
4.4,21,1,9,4,15,319,0
14.8,23,1.5,6,11,17,336,0
5.1,23,1.3,19,8,23,142,0
7.5,22,4.5,38,16,12,327,0
15.2,39,0.4,2,9,18,824,0
7.4,25,0.6,9,10,12,404,0
7.8,22,2,40,7,19,283,0
11.3,43,1.4,33,14,17,145,0
6.8,21,4.4,21,8,12,490,0
9,33,0.6,38,8,17,267,8
4,20,1.3,23,13,19,773,0
7.4,22,0.8,2,9,18,456,0
6.6,10,1.9,12,16,15,233,0
22.5,78,2.3,27,7,8,175,0
8.5,15,1.9,24,12,14,536,0
9.7,13,2,16,16,16,168,0
4.9,15,0.6,20,11,17,130,0
12.5,27,1.2,9,13,14,383,0
10.2,20,1.7,3,14,8,158,0
4.7,18,1.4,30,8,16,464,10
8.3,15,0.8,20,14,17,138,0
12.4,61,0.7,34,14,20,246,0
17.6,26,0.6,3,8,14,1046,0
5,13,0.5,40,16,14,272,10
7,21,2,32,9,18,118,0
14.2,15,3.4,11,6,13,136,0
5.1,24,0.7,19,9,18,147,0
4.9,14,1.9,16,7,17,220,0
15.3,38,0.6,2,16,11,156,0
4.3,5,1.1,9,15,7,294,0
12.9,11,0.4,27,11,11,1892,0
15.5,34,1.7,38,9,12,174,7
5.1,16,0.6,15,10,18,344,0
14.8,60,0.4,23,6,19,160,0
10.8,39,1.2,10,6,12,231,0
10.2,28,0.4,32,17,18,685,0
10.3,37,0.6,12,10,20,510,0
9.8,13,0.6,11,6,22,969,0
7,18,0.5,30,9,14,357,0
7.6,27,0.6,6,10,8,155,0
6.6,22,0.9,19,6,18,170,0
5,22,0.8,19,11,10,360,0
3.6,18,0.8,27,8,11,860,8
2.5,16,0.5,37,7,11,294,4
0.3,10,1.5,30,9,17,442,0
7.8,18,1.1,3,6,12,167,0
5.7,18,0.7,6,15,11,155,0
11.5,29,1.3,7,7,17,766,0
10.5,24,2,17,13,14,169,0
12.4,34,0.9,37,9,9,176,0
12.5,35,1.9,22,9,14,238,0
10.4,28,1.6,8,17,14,389,0
10.4,18,0.7,11,14,14,224,0
11.7,40,0.3,26,12,23,164,0
9.9,31,2.1,26,19,17,326,9
6.1,32,2.3,10,7,11,150,0
8.8,16,1,14,10,11,333,0
3.9,12,0.9,18,8,6,359,0
13,31,1.5,11,8,13,490,0
14.3,28,0.6,11,20,19,363,0
7.1,22,1.2,35,11,14,257,0
3.6,25,2,20,8,18,296,0
7.3,16,1.4,29,17,13,274,0
1.5,14,1.2,7,8,12,165,0
19,73,1,32,7,19,411,8
2.2,8,0.9,25,10,14,419,6
3,29,0.7,36,15,17,495,0
13.7,18,1.5,30,16,16,965,0
7.6,19,1.1,16,17,15,322,0
4.7,24,1.2,23,13,19,273,0
18.4,66,0.6,33,8,17,191,0
7.7,40,1.6,36,8,12,180,0
11,19,2.3,3,7,17,344,0
5.6,11,0.4,26,10,14,1569,0
15.2,62,1.3,11,14,13,409,0
4,13,2.5,6,5,13,161,0
7.9,24,0.4,24,14,18,126,0
5.9,15,0.8,34,13,19,253,0
14.8,40,0.3,9,10,14,259,0
13.9,26,2.2,36,14,11,147,0
8.9,16,1.1,38,10,18,697,5
3.4,31,1.1,3,9,21,432,0
5.2,34,1,1,9,8,242,0
6.4,11,1.7,25,14,15,194,0
15.5,15,0.7,3,6,18,3000,0
8.7,13,3,30,7,14,2581,0
8.6,32,2.2,20,16,19,172,0
13.4,46,0.8,24,14,6,1160,0
2.6,11,6.9,4,4,14,419,0
7.1,13,1.6,1,11,7,342,0
24.2,58,0.7,11,15,14,1109,0
9.9,25,1.3,29,9,11,177,0
0.8,7,9.8,24,8,17,175,0
7.4,15,1.8,16,8,11,301,0
7.8,20,3.8,25,15,11,619,2
1.5,17,0.6,37,9,19,866,0
2,14,0.5,29,15,19,152,0
8.4,10,0.8,6,9,11,377,0
0.2,17,1,12,18,16,136,0
4.1,20,1.4,18,9,18,224,0
7,28,1.2,38,14,14,475,7
7.2,17,2.2,11,10,9,555,0
5.7,22,0.4,28,6,14,250,0
9.4,21,0.9,6,18,13,886,0
6.8,38,1.6,2,10,21,476,0
7.3,19,0.6,26,9,14,244,0
8.8,20,2.3,31,16,14,669,8
8.1,32,0.5,16,11,10,395,0
